,OBJECTID,GEO_ID,LFN_ID,LF_NAME,FNODE,TNODE,ONE_WAY_DI,length_in_,GEO_ID_1,LTS,Shape_Leng,geometry,index_left,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
11304,11305,10364249,952,Weston Rd,13461785,13461687,0,74.242166316,10364249,3,0.000765886495155,"LINESTRING (622821.910681103 4837579.072877024, 622776.9745550134 4837638.160784933)","(393.0,)","('11-15-2012',)",24380.0,2705.0
11306,11307,8890,849,Rogers Rd,13461669,13461687,0,56.9891315851,8890,4,0.000697955294293,"LINESTRING (622832.1890343053 4837651.851653807, 622822.4270423896 4837650.411958472, 622794.8723265999 4837643.974377587, 622776.9745550134 4837638.160784933)","(393.0,)","('11-15-2012',)",24380.0,2705.0
11353,11354,8492127,571,Eglinton Ave W,13460210,13460288,0,144.471111946,8492127,3,0.00175682859149,"LINESTRING (622725.8719257186 4838532.760626974, 622588.276165515 4838488.77757624)","(1008.0,)","('11-12-2012',)",16064.0,1035.0
11362,11363,8141084,703,Keele St,13461886,13461587,0,193.386428958,8141084,4,0.00180590320475,"LINESTRING (623250.9839976021 4837520.446838447, 623191.2472637331 4837704.352678671)","(392.0,)","('04-16-2016',)",16248.0,3586.0
11372,11373,8155608,849,Rogers Rd,13461587,13461625,0,175.760855061,8155608,4,0.0021727563791,"LINESTRING (623191.2472637331 4837704.352678671, 623017.149911164 4837680.374197106)","(392.0,)","('04-16-2016',)",16248.0,3586.0
11373,11374,8231921,703,Keele St,13461587,13461444,0,91.8700690667,8231921,3,0.000861487945815,"LINESTRING (623191.2472637331 4837704.352678671, 623161.3460124391 4837791.209513473)","(392.0,)","('04-16-2016',)",16248.0,3586.0
11388,11389,8128677,703,Keele St,13461252,13461074,0,106.606396555,8128677,3,0.000996801998289,"LINESTRING (623121.2356960885 4837909.887128268, 623087.7553948574 4838011.08697868)","(587.0,)","('04-13-2016',)",9466.0,1348.0
11395,11396,30037316,786,Municipal Dr,13460210,30037315,0,191.061437294,30037316,1,0.00193143143388,"LINESTRING (622725.8719257186 4838532.760626974, 622721.0572898197 4838551.666476213, 622720.5785774571 4838552.695809152, 622720.3218679359 4838553.563258798, 622720.0073603138 4838554.41565895, 622719.6226496674 4838555.229701314, 622719.1881511066 4838556.022846347, 622718.6844431844 4838556.782747558, 622718.1414995717 4838557.49197053, 622717.5391862487 4838558.17302625, 622716.887722421 4838558.802422379, 622716.1970642778 4838559.390732968, 622715.4574738815 4838559.915498033, 622714.6890029066 4838560.382381318, 622713.8823962352 4838560.797907223, 622713.0549879081 4838561.149904602, 622712.1985824716 4838561.446416056, 622711.3252506453 4838561.681568387, 622710.4322225422 4838561.844320015, 622709.5305304152 4838561.937970903, 622708.6297772094 4838561.972589011, 622707.7304692134 4838561.936393606, 622706.8321587723 4838561.837969211, 622705.9350550026 4838561.673822612, 622705.0692105711 4838561.445904406, 622702.3759770361 4838561.058141966, 622699.9106639961 4838560.794264053, 622697.4339148406 4838560.60831111, 622694.9562285529 4838560.473398757, 622692.4770954332 4838560.417294187, 622689.986894124 4838560.423034938, 622687.5165692407 4838560.499282263, 622686.6522039793 4838560.131511772, 622685.6857232978 4838559.883963692, 622684.7099900406 4838559.698093669, 622683.7121490889 4838559.579061156, 622682.7232475909 4838559.522040654, 622681.7229863462 4838559.534852614, 622680.7316453108 4838559.606778666, 622679.7390878343 4838559.748923214, 622678.7654764242 4838559.94906699, 622677.8005414531 4838560.22160915, 622676.864421573 4838560.555628899, 622675.9472946391 4838560.949047535, 622675.0492385309 4838561.393673392, 622674.2010491871 4838561.898364741, 622673.3708601478 4838562.461237737, 622672.5886570225 4838563.076048501, 622671.8466305251 4838563.741654529, 622671.1435880109 4838564.459832393, 622670.4998552126 4838565.217366643, 622669.4801554212 4838566.24976204, 622668.5117241138 4838567.321166451, 622667.6013148042 4838568.446791073, 622666.7303856114 4838569.601916146, 622665.9187304359 4838570.794398629, 622665.1562804625 4838572.031647283, 622664.4534574423 4838573.290972707, 622663.8098973804 4838574.58825478, 622663.2250568349 4838575.905698536, 622662.7014525923 4838577.260235885, 622662.2366612947 4838578.62984091, 622661.8314224931 4838580.021621183, 622661.485902969 4838581.426487427, 622661.2102679069 4838582.843627058, 622661.0042484979 4838584.27583277, 622660.8481269598 4838585.715049158, 622660.5966656615 4838586.960677752, 622632.6533039747 4838672.068334135)","(1008.0,)","('11-12-2012',)",16064.0,1035.0
11396,11397,8187,571,Eglinton Ave W,13460166,13460210,0,91.541830815,8187,3,0.00111070328498,"LINESTRING (622812.5968562186 4838562.031287396, 622725.8719257186 4838532.760626974)","(1008.0,)","('11-12-2012',)",16064.0,1035.0
11397,11398,7206810,917,Trethewey Dr,13459985,13459739,0,229.689238726,7206810,3,0.00244069383803,"LINESTRING (622865.6259504275 4838666.747776481, 622854.5232650026 4838683.732265066, 622825.5423187756 4838726.858629134, 622786.2485998827 4838765.098978458, 622711.4014142405 4838835.248807966)","(467.0,)","('04-18-2016',)",15879.0,203.0
11399,11400,7226317,917,Trethewey Dr,13459618,13459570,0,39.481558981,7226317,3,0.000430024489997,"LINESTRING (622640.8321625682 4838901.158580295, 622611.9728752596 4838928.095102934)","(1649.0,)","('04-12-2011',)",8666.0,783.0
11400,11401,7924,917,Trethewey Dr,13459570,13459489,0,84.144253045,7924,3,0.000961577850559,"LINESTRING (622611.9728752596 4838928.095102934, 622599.2099976006 4838940.371070252, 622573.2260974782 4838958.20143959, 622541.8862276089 4838973.587065777)","(1649.0,)","('04-12-2011',)",8666.0,783.0
11417,11418,8714,952,Weston Rd,13461298,13461238,0,78.7221782776,8714,4,0.000915107615674,"LINESTRING (622255.9832552521 4837879.831238356, 622244.3753499321 4837886.147410436, 622187.4177004885 4837918.486410799)","(575.0,)","('06-04-2009',)",7904.0,410.0
11418,11419,9531839,722,Lambton Ave,13461238,13461332,0,181.094438422,9531839,2,0.00219564243451,"LINESTRING (622187.4177004885 4837918.486410799, 622016.11041111 4837859.823325526)","(575.0,)","('06-04-2009',)",7904.0,410.0
11440,11441,8798,849,Rogers Rd,13461451,13461503,0,90.8850667745,8798,1,0.0011048984868,"LINESTRING (623857.0272465282 4837787.683306531, 623770.5054155459 4837759.894364798)","(798.0,)","('06-14-2010',)",9706.0,1050.0
11441,11442,7219490,882,Silverthorn Ave,13461451,13461266,0,120.452384536,7219490,3,0.0011271541279,"LINESTRING (623857.0272465282 4837787.683306531, 623818.8043655802 4837901.896061759)","(798.0,)","('06-14-2010',)",9706.0,1050.0
11453,11454,30068360,851,Ronald Ave,30068358,13458449,0,45.5514841035,30068360,2,0.000425065989609,"LINESTRING (624150.6524864523 4839544.125477144, 624136.7181507358 4839587.488054652)","(1619.0,)","('07-27-2015',)",10128.0,172.0
11454,11455,9086174,851,Ronald Ave,13458449,13458168,0,216.513414486,9086174,2,0.00202331218546,"LINESTRING (624136.7181507358 4839587.488054652, 624069.2184183012 4839793.185566797)","(1619.0,)","('07-27-2015',)",10128.0,172.0
11457,11458,8237980,849,Rogers Rd,13461412,13461451,0,90.1185946897,8237980,1,0.00109453050078,"LINESTRING (623942.6240604938 4837815.838924318, 623857.0272465282 4837787.683306531)","(798.0,)","('06-14-2010',)",9706.0,1050.0
11478,11479,7922,481,Caledonia Rd,13459569,13459219,0,220.747856069,7922,2,0.00205133012338,"LINESTRING (623925.1841519079 4838928.254736231, 623929.8073227723 4838941.074718222, 623925.468922602 4838975.514773565, 623873.1916313878 4839139.779687001)","(463.0,)","('10-15-2012',)",18790.0,1678.0
11479,11480,10635997,571,Eglinton Ave W,13459569,13459608,0,70.7487123094,10635997,3,0.000859501555084,"LINESTRING (623925.1841519079 4838928.254736231, 623877.112091662 4838912.483169802, 623870.0457188999 4838910.164210902, 623857.9687103593 4838906.201385148)","(463.0,)","('10-15-2012',)",18790.0,1678.0
11486,11487,9086155,488,Castlefield Ave,13458336,13458449,0,201.213102283,9086155,3,0.00242101446766,"LINESTRING (624323.4699605339 4839660.646633206, 624257.4747571546 4839637.293609311, 624189.289383248 4839614.933881171, 624178.7676957179 4839611.072265145, 624168.3434327994 4839605.638390115, 624156.4500825331 4839598.937765255, 624136.7181507358 4839587.488054652)","(1619.0,)","('07-27-2015',)",10128.0,172.0
11513,11514,7680,488,Castlefield Ave,13458825,13458969,0,98.171054772,7680,3,0.00102938964675,"LINESTRING (623452.8179134644 4839361.916423692, 623392.3987540362 4839284.55423305)","(795.0,)","('08-15-2011',)",9947.0,67.0
11514,11515,9086125,5965,Kincort St,13458825,13458472,0,222.939772197,9086125,3,0.00208641642395,"LINESTRING (623452.8179134644 4839361.916423692, 623444.6601814568 4839367.890061737, 623441.6395995573 4839369.732562646, 623439.4031572344 4839371.408004018, 623436.8817838612 4839375.28253282, 623434.8433434269 4839379.656772554, 623432.2599154308 4839386.961278007, 623430.0698094879 4839395.079973441, 623427.7026213434 4839405.956581744, 623409.7240347352 4839490.338209286, 623391.0956316772 4839571.691408687)","(795.0,)","('08-15-2011',)",9947.0,67.0
11523,11524,8432009,571,Eglinton Ave W,13459187,13459208,0,38.6843349977,8432009,2,0.000469832750739,"LINESTRING (624623.5804541979 4839157.741754478, 624586.8560217316 4839145.598155175)","(104.0,)","('03-21-2012',)",9802.0,3069.0
11527,11528,8432020,571,Eglinton Ave W,13459148,13459187,0,59.3205436484,8432020,2,0.000718721453074,"LINESTRING (624679.5726907292 4839177.312875666, 624623.5804541979 4839157.741754478)","(104.0,)","('03-21-2012',)",9802.0,3069.0
11551,11552,7622,488,Castlefield Ave,13458678,13458825,0,145.274255014,7622,3,0.00163769167932,"LINESTRING (623566.1179060237 4839448.429557411, 623559.9055134101 4839446.552043674, 623547.212374301 4839442.80735887, 623530.7998100719 4839435.211899792, 623518.1659244831 4839427.475914336, 623501.3990270372 4839412.553817691, 623487.0516263668 4839397.995615852, 623475.6520014202 4839386.77486958, 623452.8179134644 4839361.916423692)","(795.0,)","('08-15-2011',)",9947.0,67.0
11609,11610,8232,481,Caledonia Rd,13460292,13459983,0,193.77398878,8232,2,0.00181059847811,"LINESTRING (624067.576549912 4838483.210770451, 624007.2432482528 4838667.330090921)","(793.0,)","('04-26-2010',)",7984.0,569.0
11610,11611,8260,719,Kitchener Ave,13460292,13460344,0,104.429507348,8260,2,0.00126437743633,"LINESTRING (624067.576549912 4838483.210770451, 623969.1428596736 4838448.369547265)","(793.0,)","('04-26-2010',)",7984.0,569.0
11612,11613,5674827,719,Kitchener Ave,13460236,13460292,0,107.656976179,5674827,1,0.00130841945514,"LINESTRING (624169.9689873536 4838516.425955456, 624067.576549912 4838483.210770451)","(793.0,)","('04-26-2010',)",7984.0,569.0
11613,11614,7590,481,Caledonia Rd,13458725,13458553,0,109.549516842,7590,2,0.000999695132006,"LINESTRING (623829.7895984614 4839419.920919979, 623808.5427377885 4839527.377843441)","(794.0,)","('10-22-2012',)",17695.0,330.0
11671,11672,9086205,488,Castlefield Ave,13458553,13458678,0,254.989129277,9086205,3,0.00309893722157,"LINESTRING (623808.5427377885 4839527.377843441, 623715.2015140482 4839497.253655309, 623579.0271222169 4839452.3313473, 623566.1179060237 4839448.429557411)","(794.0,)","('10-22-2012',)",17695.0,330.0
11672,11673,9086191,481,Caledonia Rd,13458553,13458229,0,215.946057158,9086191,2,0.00196659883832,"LINESTRING (623808.5427377885 4839527.377843441, 623769.6287494635 4839739.764260448)","(794.0,)","('10-22-2012',)",17695.0,330.0
11695,11696,8432256,571,Eglinton Ave W,13459915,13459957,0,93.904549546,8432256,3,0.00114096685679,"LINESTRING (623269.1027588045 4838715.610724717, 623179.8507213735 4838686.453564735)","(464.0,)","('10-29-2012',)",14227.0,912.0
11697,11698,9722657,481,Caledonia Rd,13459983,13459569,0,273.575298475,9722657,2,0.00254935326578,"LINESTRING (624007.2432482528 4838667.330090921, 623931.7169319412 4838904.239488254, 623925.1841519079 4838928.254736231)","(463.0,)","('10-15-2012',)",18790.0,1678.0
11701,11702,10635937,571,Eglinton Ave W,13459519,13459569,0,103.702365482,10635937,3,0.00126002593251,"LINESTRING (624023.739904325 4838960.481359212, 623925.1841519079 4838928.254736231)","(463.0,)","('10-15-2012',)",18790.0,1678.0
11731,11732,8041,571,Eglinton Ave W,13459824,13459851,0,76.0986879139,8041,3,0.000932116293448,"LINESTRING (623472.5477884995 4838773.52860674, 623431.8949678249 4838762.506440909, 623398.8317710788 4838754.71177356)","(1557.0,)","('10-22-2012',)",14067.0,1723.0
11736,11737,14072282,648,Harvie Ave,14072283,13459361,0,45.6707652302,14072282,1,0.000425895193055,"LINESTRING (624341.8263209783 4839016.492196891, 624327.9782528963 4839060.007606952)","(462.0,)","('11-12-2012',)",11503.0,588.0
11742,11743,10635932,571,Eglinton Ave W,13459361,13459369,0,16.4251719617,10635932,3,0.000200818155667,"LINESTRING (624327.9782528963 4839060.007606952, 624312.1383278033 4839055.668981783)","(462.0,)","('11-12-2012',)",11503.0,588.0
11757,11758,8457152,571,Eglinton Ave W,13459821,13459824,0,13.5915579973,8457152,3,0.000168576794825,"LINESTRING (623486.1242871572 4838774.134866749, 623472.5477884995 4838773.52860674)","(1557.0,)","('10-22-2012',)",14067.0,1723.0
11769,11770,14068974,702,Kane Ave,13461848,14068976,-1,125.25247432,14068974,4,0.00122383476065,"LINESTRING (623609.1222653902 4837541.601235714, 623618.9279238454 4837547.953056991, 623627.8894501486 4837552.817620748, 623631.4655319558 4837555.751441128, 623634.6014154565 4837560.412463522, 623635.4438823541 4837564.309879772, 623635.8461840551 4837571.140482684, 623635.6047019685 4837576.685350731, 623634.6402011842 4837582.390201722, 623632.2282370341 4837592.432914323, 623614.7367486495 4837650.475781555)","(1595.0,)","('01-12-2010',)",7427.0,491.0
11770,11771,14662367,731,Lavender Rd,13461848,14662369,0,35.4899936587,14662367,1,0.0004313752702,"LINESTRING (623609.1222653902 4837541.601235714, 623577.7679077152 4837531.492993482, 623575.3478762351 4837530.713278151)","(1595.0,)","('01-12-2010',)",7427.0,491.0
11771,11772,30073960,798,Old Weston Rd,13461848,13461619,0,175.708517005,30073960,3,0.00179893679243,"LINESTRING (623609.1222653902 4837541.601235714, 623514.0393508631 4837663.167886179, 623510.0164269187 4837672.198498404, 623508.5155351985 4837677.69861762, 623507.9644723156 4837683.438898182)","(1595.0,)","('01-12-2010',)",7427.0,491.0
11805,11806,8231791,849,Rogers Rd,13461567,13461587,0,104.821766366,8231791,3,0.00129742323046,"LINESTRING (623295.399959074 4837716.071472102, 623191.2472637331 4837704.352678671)","(392.0,)","('04-16-2016',)",16248.0,3586.0
11827,11828,8034,454,Blackthorn Ave,13459833,13459781,0,35.2172092536,8034,2,0.000329268942726,"LINESTRING (623683.3782309818 4838769.042249718, 623672.3272735886 4838802.476520441)","(877.0,)","('10-15-2012',)",14756.0,743.0
11828,11829,10635914,571,Eglinton Ave W,13459320,13459361,0,80.4186994759,10635914,3,0.00097675351948,"LINESTRING (624404.3336227485 4839085.2187771, 624327.9782528963 4839060.007606952)","(462.0,)","('11-12-2012',)",11503.0,588.0
11848,11849,8950,798,Old Weston Rd,13461915,13461848,0,57.0543092286,8950,3,0.000597373986052,"LINESTRING (623645.6955030827 4837497.819245806, 623609.1222653902 4837541.601235714)","(1595.0,)","('01-12-2010',)",7427.0,491.0
11858,11859,8834,481,Caledonia Rd,13461557,13461384,0,112.593906754,8834,2,0.00104881517633,"LINESTRING (624317.2014715588 4837723.688219443, 624283.5722245446 4837831.129691557)","(797.0,)","('04-27-2010',)",16541.0,1438.0
11861,11862,5668930,571,Eglinton Ave W,13459751,13459781,0,65.7302825587,5668930,3,0.000789270275195,"LINESTRING (623733.0632102303 4838827.53244397, 623713.6693081725 4838818.69528785, 623696.8208395694 4838811.934304867, 623672.3272735886 4838802.476520441)","(877.0,)","('10-15-2012',)",14756.0,743.0
11864,11865,30022492,581,Ennerdale Rd,30022490,13459187,0,53.7566098657,30022492,1,0.000500745008469,"LINESTRING (624639.6336819555 4839106.44422721, 624639.1145068607 4839108.104852712, 624623.5804541979 4839157.741754478)","(104.0,)","('03-21-2012',)",9802.0,3069.0
11880,11881,20039264,849,Rogers Rd,13461384,20039266,0,68.9097710076,20039264,1,0.000838079384421,"LINESTRING (624283.5722245446 4837831.129691557, 624247.2816186454 4837841.928366156, 624217.1819378893 4837849.50656462)","(797.0,)","('04-27-2010',)",16541.0,1438.0
11881,11882,14072354,481,Caledonia Rd,13461384,14072356,0,137.158780695,14072354,2,0.00128400251309,"LINESTRING (624283.5722245446 4837831.129691557, 624239.821068123 4837961.107460575)","(797.0,)","('04-27-2010',)",16541.0,1438.0
11883,11884,14068825,849,Rogers Rd,14068826,13461384,0,63.6286062236,14068825,1,0.000785475201207,"LINESTRING (624346.6767443334 4837825.196485394, 624343.2505495358 4837824.91743359, 624328.6638703203 4837825.275694638, 624310.0556841515 4837826.033205208, 624283.5722245446 4837831.129691557)","(797.0,)","('04-27-2010',)",16541.0,1438.0
11901,11902,7219445,882,Silverthorn Ave,13461710,13461451,0,169.711983083,7219445,3,0.00158528800851,"LINESTRING (623909.6687292686 4837626.361833666, 623857.0272465282 4837787.683306531)","(798.0,)","('06-14-2010',)",9706.0,1050.0
11917,11918,30066323,4015,Morningside Ave,30066318,14674473,0,171.681576964,30066323,3,0.00197719019889,"LINESTRING (642087.7134415001 4854110.161931006, 642082.0213793921 4854115.142070151, 642071.7148761677 4854122.870754657, 642070.1993419611 4854124.270381655, 642065.0159570352 4854129.054844467, 642055.7408749503 4854136.268258786, 642043.8885943654 4854143.48290323, 642027.3980733735 4854153.272550207, 642008.3325380806 4854164.094594306, 641983.0814476407 4854177.490745957, 641942.0958889608 4854200.081302456)","(1999.0,)","('02-23-2016',)",8986.0,9.0
11919,11920,14674472,4015,Morningside Ave,14674473,14674467,0,27.9284630759,14674472,4,0.000325816866781,"LINESTRING (641942.0958889608 4854200.081302456, 641917.6374404443 4854213.560662023)","(1999.0,)","('02-23-2016',)",8986.0,9.0
11925,11926,14017559,3433,Fermanagh Ave,14017561,13467486,1,294.294629496,14017559,1,0.00359122418963,"LINESTRING (625365.2600026358 4833842.709614338, 625291.0391487996 4833821.184695513, 625082.2319120589 4833762.179848355)","(829.0,)","('07-11-2013',)",6002.0,2052.0
